Trial,Accuracy,RT
1564,1,1.25
1565,1,0.1875
1566,1,0.25
1567,1,0.1875
1568,0,5.375
1569,0,5.5
1570,1,1.25
1571,0,0.25
1572,0,0.1875
1573,1,0.1875
1574,0,0.1875
1575,1,0.1875
1576,0,0.1875
1577,1,1.375
1578,0,5.375
1579,0,5.5
1580,1,0.0625
1581,0,0.25
1582,0,5.5
1583,1,0.125
1584,0,0.1875
1585,1,1.3125
1586,0,0.1875
1587,0,0.1875
1588,0,0.25
1589,1,0.1875
1590,0,0.1875
1591,0,0.1875
1592,1,1.25
1593,0,0.25
1594,1,0.25
1595,0,5.375
1596,1,0.125
1597,1,0.1875
1598,1,0.1875
1599,1,0.1875
1600,0,0.1875
1601,1,0.1875
1602,0,5.375
1603,0,0.125
1604,0,0.1875
1605,1,0.1875
1606,0,5.625
1607,0,0.0625
1608,1,1.375
1609,0,0.1875
1610,1,0.1875
1611,1,1.3125
1612,0,0.1875
1613,1,0.25
1614,1,0.1875
1615,0,5.375
1616,0,0.125
1617,0,0.1875
1618,0,5.375
1619,1,1.25
1620,1,0.1875
1621,1,1.3125
1622,1,0.1875
1623,0,0.1875
1624,0,0.1875
1625,0,0.25
1626,1,1.3125
1627,1,1.25
1628,0,5.375
1629,1,1.25
1630,1,1.3125
1631,1,0.1875
1632,1,0.1875
1633,1,1.3125
1634,1,1.25
1635,0,0.25
1636,1,1.3125
1637,0,5.375
1638,1,0.125
1639,0,5.375
1640,1,0.125
1641,0,5.375
1642,0,5.3125
1643,0,5.5
1644,0,5.5
1645,0,5.5625
1646,1,0.125
1647,0,5.5625
1648,0,5.4375
1649,1,0.125
1650,1,1.3125
1651,1,0.25
1652,0,0.1875
1653,0,0.1875
1654,0,0.1875
1655,0,5.5
1656,1,1.3125
1657,1,1.3125
1658,1,1.3125
1659,1,0.1875
1660,1,1.25
1661,0,5.375
1662,0,0.125
1663,0,0.1875
1664,0,0.25
1665,1,1.3125
1666,0,5.375
1667,0,5.3125
1668,0,0.0625
1669,0,0.25
1670,0,0.1875
1671,1,0.1875
1672,0,0.1875
1673,0,0.1875
1674,1,0.25
1675,1,0.1875
1676,0,0.25
1677,0,0.1875
1678,1,0.1875
1679,1,0.1875
1680,0,5.5
1681,1,0.0625
1682,0,5.5625
1683,1,1.3125
1684,0,0.1875
1685,0,5.5625
1686,1,1.25
1687,1,0.1875
1688,0,5.4375
1689,1,0.125
1690,0,0.1875
1691,1,0.1875
1692,1,1.3125
1693,0,5.375
1694,1,1.25
1695,0,5.625
1696,1,1.25
1697,0,5.5625
1698,1,0.125
1699,1,0.1875
1700,0,0.1875
1701,1,1.375
1702,1,1.25
1703,0,0.1875
1704,1,1.375
1705,1,1.25
1706,0,0.1875
1707,1,0.1875
1708,1,1.3125
1709,1,1.3125
1710,1,1.3125
1711,0,5.375
1712,1,1.1875
1713,1,1.3125
1714,1,0.25
1715,0,0.1875
1716,0,5.375
1717,1,0.125
1718,1,1.3125
1719,1,0.1875
1720,1,1.25
1721,1,0.25
1722,0,5.375
1723,0,0.0625
1724,1,1.375
1725,0,5.375
1726,1,1.1875
1727,0,0.1875
1728,1,1.3125
1729,0,0.1875
1730,1,1.3125
1731,0,5.375
1732,1,1.25
1733,1,1.25
1734,1,1.375
1735,0,5.375
1736,0,5.25
1737,0,5.3125
1738,0,0.125
1739,0,0.1875
1740,0,5.5
1741,0,5.5625
1742,1,2.3125
1743,1,1.25
1744,0,5.375
1745,1,0.1875
1746,0,5.5625
1747,1,3.375
1748,0,5.4375
1749,0,5.3125
1750,0,5.4375
1751,0,0.125
1752,0,5.375
1753,0,0.125
1754,0,5.5
1755,0,0.125
1756,0,0.1875
1757,0,5.4375
1758,1,0.125
1759,1,0.1875
1760,1,1.3125
1761,1,0.1875
1762,1,0.1875
1763,1,1.375
1764,0,0.1875
1765,0,5.375
1766,1,1.1875
1767,0,5.375
1768,1,0.125
1769,1,1.3125
1770,1,0.1875
1771,1,1.3125
1772,1,0.1875
1773,1,1.3125
1774,1,0.1875
1775,0,5.375
1776,0,5.3125
1777,1,1.1875
1778,0,0.1875
1779,0,5.375
1780,0,5.3125
1781,0,0.125
1782,0,0.1875
1783,1,1.3125
1784,1,1.3125
1785,0,0.25
1786,0,0.1875
1787,0,5.375
1788,1,0.125
1789,1,1.25
1790,1,0.1875
1791,0,0.1875
1792,1,0.25
1793,0,0.1875
1794,1,1.3125
1795,1,0.1875
1796,1,0.1875
1797,1,0.1875
1798,0,0.25
1799,1,1.3125
1800,0,5.375
1801,0,5.3125
1802,0,0.125
1803,1,1.25
1804,1,0.1875
1805,1,1.3125
1806,1,0.1875
1807,1,1.3125
1808,1,0.1875
1809,0,0.25
1810,1,0.1875
1811,0,5.375
1812,1,0.125
1813,1,0.1875
1814,0,5.375
1815,0,0.125
1816,1,0.1875
1817,0,5.375
1818,0,0.125
1819,0,0.1875
1820,0,0.1875
1821,1,1.375
1822,0,0.1875
1823,0,5.375
1824,1,0.125
1825,1,1.25
1826,0,0.1875
1827,0,5.375
1828,0,0.125
1829,0,0.1875
1830,0,5.4375
1831,0,5.625
1832,1,0.125
1833,1,0.1875
1834,1,1.25
1835,0,0.1875
1836,0,0.1875
1837,0,5.4375
1838,0,0.0625
1839,0,5.625
1840,0,5.5625
1841,0,5.4375
1842,0,5.3125
1843,1,0.125
1844,0,5.5625
1845,0,0.125
1846,1,0.1875
1847,0,0.1875
1848,0,0.25
1849,0,5.375
1850,1,0.125
1851,1,1.3125
1852,1,0.1875
1853,0,0.1875
1854,1,0.1875
1855,1,1.25
1856,0,0.1875
1857,0,5.5
1858,1,1.25
1859,1,1.1875
1860,0,5.5625
1861,0,0.0625
1862,1,1.3125
1863,0,5.5
1864,0,0.125
1865,0,5.5
1866,1,1.125
1867,1,0.25
1868,1,0.1875
1869,1,0.1875
1870,1,0.25
1871,0,5.5
1872,1,1.125
1873,0,5.625
1874,0,0.125
1875,0,0.25
1876,1,1.25
1877,0,5.8125
1878,0,5.375
1879,1,0.125
1880,0,5.5625
1881,1,0.0625
1882,1,0.25
1883,1,0.25
1884,0,5.375
1885,0,5.3125
1886,0,5.4375
1887,1,0.125
1888,0,5.375
1889,0,5.625
1890,1,0.125
1891,0,5.0
1892,0,0.125
1893,1,0.1875
1894,0,0.1875
1895,0,5.375
1896,1,0.125
1897,0,0.1875
1898,1,0.1875
1899,1,0.1875
1900,0,5.5625
1901,0,5.0
1902,1,0.125
1903,0,0.1875
1904,0,5.0
1905,0,5.0
1906,0,5.4375
1907,0,5.0
1908,0,0.125
1909,0,0.1875
1910,0,5.4375
1911,1,0.125
1912,1,0.1875
1913,0,0.1875
1914,1,0.1875
1915,0,0.1875
1916,0,0.25
1917,1,0.25
1918,0,4.9375
1919,1,0.125
1920,1,0.25
1921,1,0.1875
1922,0,5.375
1923,0,5.3125
1924,1,0.0625
1925,0,5.0
1926,0,0.125
1927,0,5.625
1928,1,0.0625
1929,1,0.1875
1930,0,0.25
1931,0,5.375
1932,1,1.1875
1933,1,0.1875
1934,0,0.1875
1935,1,0.25
1936,0,0.1875
1937,0,5.4375
1938,0,0.125
1939,1,1.1875
1940,1,1.3125
1941,1,1.25
1942,0,5.375
1943,0,5.4375
1944,0,0.125
1945,0,0.1875
1946,1,0.1875
1947,1,0.1875
1948,1,0.25
1949,0,5.5625
1950,1,0.0625
1951,0,0.25
1952,1,1.1875
1953,0,0.1875
1954,0,5.5
1955,0,0.125
1956,0,0.1875
1957,0,5.75
1958,1,0.125
1959,0,0.1875
1960,0,5.4375
1961,0,5.6875
1962,1,1.1875
1963,1,0.1875
1964,1,0.1875
1965,1,0.25
1966,0,5.5
1967,1,1.1875
1968,0,0.1875
1969,1,1.25
1970,0,5.625
1971,1,1.125
1972,0,5.4375
1973,1,0.125
1974,0,5.375
1975,1,0.125
1976,0,5.5625
1977,0,5.4375
1978,0,0.125
1979,1,1.25
1980,1,0.1875
1981,0,0.1875
1982,0,0.25
1983,1,1.25
1984,1,1.25
1985,1,0.1875
1986,0,5.4375
1987,0,0.125
1988,1,1.3125
1989,1,1.1875
1990,1,0.1875
1991,0,0.1875
1992,1,1.3125
1993,1,0.1875
1994,0,5.375
1995,0,5.4375
1996,0,5.5
1997,0,0.0625
1998,1,1.3125
1999,1,1.1875
2000,1,1.25
2001,1,0.25
2002,0,5.625
2003,1,1.125
2004,0,5.625
2005,0,5.5
2006,1,0.0625
2007,0,0.25
2008,0,0.1875
2009,1,1.25
2010,1,1.25
2011,1,1.25
2012,0,0.1875
2013,1,1.25
2014,1,0.1875
2015,1,0.25
2016,0,5.5
2017,0,5.5625
2018,0,5.625
2019,0,0.125
2020,0,0.1875
2021,0,5.4375
2022,1,1.125
2023,1,1.25
2024,0,5.6875
2025,0,5.625
2026,1,0.125
2027,0,5.375
2028,0,0.125
2029,0,0.1875
2030,0,5.625
2031,0,5.5625
2032,0,5.5625
2033,0,5.375
2034,0,0.0625
2035,1,1.25
2036,0,5.75
2037,0,0.0625
2038,0,0.25
2039,0,0.1875
2040,1,1.25
2041,1,1.25
2042,1,1.25
2043,1,1.25
2044,0,5.6875
2045,0,5.5
2046,1,0.125
2047,0,5.4375
2048,0,5.4375
2049,1,0.0625
2050,0,5.4375
2051,0,0.0625
2052,0,5.4375
2053,0,5.5
2054,0,5.4375
2055,1,1.125
2056,1,0.1875
2057,0,5.5
2058,0,5.25
2059,1,0.125
2060,1,0.1875
2061,1,1.375
2062,0,5.5
2063,0,6.0
2064,1,0.125
2065,1,0.1875
2066,1,1.25
2067,1,1.25
2068,1,0.1875
2069,1,0.25
2070,0,6.0
2071,0,5.0625
2072,0,5.4375
2073,1,0.125
2074,0,5.5625
2075,0,5.3125
2076,0,5.75
2077,1,0.125
2078,0,0.1875
2079,0,5.625
2080,0,0.125
2081,1,0.1875
2082,1,0.1875
2083,0,5.75
2084,1,0.125
2085,0,0.1875
2086,1,1.25
2087,1,0.1875
2088,1,1.375
2089,1,1.25
2090,1,1.3125
2091,0,5.4375
2092,0,5.25
2093,1,1.1875
2094,0,0.1875
2095,0,0.25
2096,0,0.1875
2097,0,0.1875
2098,1,1.3125
2099,0,5.375
2100,0,5.3125
2101,1,0.125
2102,0,0.1875
2103,1,1.3125
2104,0,5.375
2105,1,0.125
2106,0,0.1875
2107,0,0.1875
2108,1,1.3125
2109,0,0.1875
2110,0,5.375
2111,1,1.25
2112,1,1.25
2113,1,1.375
2114,0,5.375
2115,0,0.125
2116,1,0.1875
2117,1,0.1875
2118,0,5.375
2119,0,5.3125
2120,0,0.125
2121,1,1.3125
2122,0,5.375
2123,1,1.1875
2124,0,0.1875
2125,1,0.1875
2126,1,0.1875
2127,1,0.25
2128,0,0.1875
2129,1,0.1875
2130,0,0.25
2131,0,5.375
2132,1,1.1875
2133,1,1.25
2134,0,0.25
2135,0,5.4375
2136,0,0.0625
2137,1,0.25
2138,0,5.375
2139,1,1.1875
2140,0,5.375
2141,1,1.25
2142,1,0.1875
2143,0,5.375
2144,1,0.125
2145,1,0.1875
2146,0,5.375
2147,1,0.125
2148,1,0.1875
2149,0,5.375
2150,0,5.375
2151,1,0.125
2152,0,5.5625
2153,0,5.5
2154,1,0.125
2155,1,1.375
2156,0,5.4375
2157,1,0.125
2158,1,0.1875
2159,0,0.1875
2160,1,1.375
2161,0,0.1875
2162,1,1.25
2163,0,5.375
2164,1,1.25
2165,0,0.1875
2166,1,0.25
2167,0,5.375
2168,0,5.25
2169,1,0.125
2170,1,0.1875
2171,0,5.4375
2172,1,1.1875
2173,1,0.1875
2174,1,1.3125
2175,0,5.375
2176,1,1.1875
2177,0,5.375
2178,0,0.125
2179,0,0.1875
2180,0,0.25
2181,0,0.1875
2182,0,5.4375
2183,1,1.1875
2184,1,0.1875
2185,1,0.1875
2186,0,5.375
2187,0,5.3125
2188,1,0.125
2189,0,0.1875
2190,0,0.1875
2191,0,5.375
2192,1,0.1875
2193,0,0.1875
2194,1,1.4375
2195,0,5.0625
2196,0,0.125
2197,0,0.1875
2198,0,5.4375
2199,0,5.5
2200,0,5.8125
2201,0,5.5625
2202,1,0.125
2203,1,0.1875
2204,1,0.1875
2205,0,0.1875
2206,1,0.1875
2207,1,0.25
2208,0,0.1875
2209,1,0.1875
2210,1,0.1875
2211,0,0.1875
2212,0,0.1875
2213,1,0.1875
2214,0,0.1875
2215,0,5.0
2216,0,5.6875
2217,0,0.0625
2218,0,5.6875
2219,1,0.125
2220,1,0.1875
2221,0,0.25
2222,0,5.5
2223,1,0.125
2224,1,0.1875
2225,1,1.4375
2226,1,1.375
2227,0,5.0625
2228,0,0.125
2229,0,0.1875
2230,1,1.4375
2231,1,0.1875
2232,0,5.5
2233,1,1.25
2234,0,0.1875
2235,0,0.25
2236,1,1.375
2237,1,1.375
2238,0,0.1875
2239,0,5.6875
2240,1,1.6875
2241,0,5.0625
2242,0,5.0625
2243,0,5.3125
2244,0,0.125
2245,1,0.1875
2246,0,5.5625
2247,1,0.125
2248,1,0.1875
2249,0,0.1875
2250,0,0.1875
2251,0,5.5625
2252,0,0.125
2253,0,5.4375
2254,0,5.4375
2255,0,5.375
2256,0,0.125
2257,1,0.1875
2258,0,5.625
2259,0,0.125
2260,0,0.1875
2261,0,0.1875
2262,0,0.1875
2263,0,5.5
2264,0,0.125
2265,0,0.1875
2266,1,1.25
2267,0,0.1875
2268,0,0.25
2269,1,1.1875
2270,0,5.0625
2271,1,1.1875
2272,0,0.1875
2273,1,1.25
2274,0,0.1875
2275,0,5.4375
2276,1,0.1875
2277,0,5.8125
2278,0,5.375
2279,1,1.125
2280,1,0.1875
2281,0,0.1875
2282,0,0.25
2283,0,0.1875
2284,0,5.75
2285,0,0.0625
2286,0,5.625
2287,0,0.0625
2288,1,1.25
2289,0,5.6875
2290,1,1.1875
2291,1,1.1875
2292,0,0.25
2293,0,6.0625
2294,1,1.125
2295,1,0.1875
2296,0,5.0625
2297,0,5.0625
2298,0,0.125
2299,0,5.0625
2300,0,0.125
2301,1,0.1875
2302,0,5.0625
2303,1,1.125
2304,0,5.0625
2305,0,0.0625
2306,0,5.375
2307,0,0.125
2308,1,1.3125
2309,1,0.1875
2310,0,5.375
2311,1,1.125
2312,0,5.0625
2313,0,0.125
2314,0,0.1875
2315,0,0.1875
2316,1,1.3125
2317,0,5.0625
2318,0,5.0625
2319,0,0.125
2320,0,5.0625
2321,1,0.125
2322,0,0.1875
2323,1,1.25
2324,0,5.375
2325,1,1.25
2326,0,5.0625
2327,0,5.0625
2328,0,0.1875
2329,0,0.1875
2330,0,5.125
2331,1,0.125
2332,0,5.0625
2333,0,5.0625
2334,0,0.125
2335,0,5.0
2336,0,5.0625
2337,0,5.0625
2338,0,5.0625
2339,0,5.0625
2340,0,5.0625
2341,0,0.125
2342,0,5.0
2343,1,1.1875
2344,1,0.1875
2345,0,5.4375
2346,1,0.125
2347,1,0.1875
2348,1,0.1875
2349,1,0.25
2350,1,0.1875
2351,1,1.25
2352,0,0.25
2353,1,0.1875
2354,0,5.375
2355,0,0.125
2356,1,0.1875
2357,1,0.1875
2358,1,0.25
2359,0,0.1875
2360,1,1.25
2361,0,5.4375
2362,0,0.0625
2363,1,0.25
2364,0,5.375
2365,1,0.0625
2366,1,1.375
2367,0,0.1875
2368,0,5.375
2369,1,0.125
2370,1,1.25
2371,0,5.375
2372,1,0.125
2373,0,5.375
2374,1,1.25
2375,1,0.1875
2376,1,1.375
2377,1,1.25
2378,1,0.1875
2379,0,0.1875
2380,1,1.375
2381,0,5.375
2382,0,5.25
2383,0,5.3125
2384,1,0.125
2385,1,0.1875
2386,0,5.375
2387,0,0.125
2388,1,1.25
2389,0,5.4375
2390,0,5.25
2391,0,0.125
2392,0,0.1875
2393,0,0.1875
2394,1,1.375
2395,0,0.1875
2396,0,5.375
2397,0,0.125
2398,0,0.1875
2399,0,0.1875
2400,1,0.1875
2401,1,1.375
2402,1,1.25
2403,1,1.3125
2404,1,0.1875
2405,1,1.3125
2406,0,0.1875
2407,1,0.25
2408,1,1.25
2409,1,1.25
2410,1,0.3125
2411,1,0.1875
2412,0,0.1875
2413,0,0.1875
2414,1,1.25
2415,1,1.375
2416,0,0.1875
2417,0,5.375
2418,0,0.125
2419,0,5.375
2420,1,0.125
2421,0,0.1875
2422,0,5.375
2423,0,0.125
2424,0,0.1875
2425,0,0.1875
2426,0,5.375
2427,1,1.25
2428,1,0.1875
2429,0,5.375
2430,1,0.125
2431,0,5.375
2432,1,0.125
2433,1,1.25
2434,0,0.1875
2435,1,1.375
2436,0,5.375
2437,0,5.3125
2438,1,0.125
2439,0,5.375
2440,1,1.25
2441,1,1.25
2442,1,1.25
2443,1,1.375
2444,0,0.1875
2445,0,5.375
2446,0,5.3125
2447,1,0.0625
2448,1,1.375
2449,0,5.375
2450,0,0.125
2451,1,1.25
2452,0,5.375
2453,0,5.3125
2454,0,5.3125
2455,0,0.125
2456,0,0.1875
2457,1,1.3125
2458,1,1.25
2459,0,0.1875
2460,1,0.25
2461,0,0.1875
2462,0,5.375
2463,0,0.1875
2464,1,1.25
2465,1,1.25
2466,1,1.375
2467,1,1.25
2468,0,5.375
2469,1,1.25
2470,0,5.375
2471,0,5.3125
2472,0,5.3125
2473,1,0.125
2474,0,5.375
2475,0,0.125
2476,1,1.3125
2477,1,0.1875
2478,0,5.375
2479,1,1.1875
2480,0,5.375
2481,0,0.125
2482,1,1.3125
2483,1,1.3125
2484,1,1.3125
2485,1,0.1875
2486,0,0.1875
2487,1,1.3125
2488,0,0.1875
2489,0,5.375
2490,0,5.3125
2491,0,5.25
2492,1,0.125
2493,0,0.1875
2494,1,0.1875
2495,0,0.3125
2496,0,5.375
2497,0,0.125
2498,0,0.1875
2499,0,5.375
2500,0,5.3125
2501,1,3.6875
2502,1,0.1875
2503,0,0.1875
2504,1,0.1875
2505,1,1.3125
2506,1,0.1875
2507,1,1.3125
2508,0,0.1875
2509,1,0.25
2510,1,1.25
2511,1,0.1875
2512,0,0.25
2513,0,0.1875
2514,1,1.3125
2515,0,5.375
2516,1,1.1875
2517,0,5.375
2518,1,1.25
2519,1,0.1875
2520,0,0.25
2521,0,5.375
2522,1,0.0625
2523,0,5.4375
2524,1,1.1875
2525,0,5.375
2526,1,1.25
2527,0,5.375
2528,1,0.125
2529,1,1.25
2530,1,1.3125
2531,0,0.1875
2532,0,5.4375
2533,1,1.1875
2534,0,5.375
2535,0,0.0625
2536,1,1.375
2537,0,5.375
2538,0,5.3125
2539,1,1.1875
2540,1,0.25
2541,1,0.1875
2542,1,1.25
2543,1,1.375
2544,0,5.375
2545,0,5.3125
2546,1,1.1875
2547,1,0.1875
2548,1,1.3125
2549,1,0.1875
2550,0,0.1875
2551,0,5.375
2552,0,0.125
2553,1,1.25
2554,1,0.25
2555,1,1.3125
2556,0,0.1875
2557,0,0.1875
2558,0,5.375
2559,1,1.1875
2560,1,1.375
2561,1,1.25
2562,1,1.3125
2563,1,1.3125
2564,0,5.375
2565,0,5.25
2566,0,5.3125
2567,0,0.125
2568,1,0.25
2569,1,1.3125
2570,1,1.3125
2571,0,5.375
2572,1,1.1875
2573,1,0.1875
2574,0,5.375
2575,1,1.25
2576,0,5.375
2577,1,0.125
2578,0,5.375
2579,1,1.1875
2580,0,5.375
2581,1,0.125
2582,0,0.1875
2583,0,0.1875
2584,0,0.25
2585,1,0.1875
2586,1,1.3125
2587,1,1.25
2588,0,0.1875
2589,0,5.5
2590,1,1.1875
2591,1,0.1875
2592,1,1.3125
2593,1,0.1875
2594,0,5.375
2595,0,5.3125
2596,1,1.1875
2597,0,0.1875
2598,1,0.1875
2599,0,5.375
2600,0,0.125
2601,1,0.1875
2602,1,1.375
2603,0,5.375
2604,1,1.1875
2605,0,5.375
2606,1,0.125
2607,1,1.3125
2608,0,0.1875
2609,1,1.3125
2610,1,0.25
2611,1,0.1875
2612,0,5.375
2613,1,0.125
2614,1,1.25
2615,1,1.3125
2616,1,1.3125
2617,0,5.375
2618,0,5.3125
2619,1,1.25
2620,1,1.25
2621,1,0.1875
2622,0,5.375
2623,1,0.125
2624,1,1.3125
2625,0,5.375
2626,1,0.125
2627,0,0.1875
2628,1,1.3125
2629,1,1.3125
2630,0,0.1875
2631,0,0.1875
2632,1,0.1875
2633,0,0.1875
2634,1,1.375
2635,1,0.1875
2636,0,5.375
2637,0,5.3125
2638,1,1.1875
2639,0,5.375
2640,0,5.3125
2641,1,1.25
2642,1,0.1875
2643,1,1.25
2644,1,1.375
2645,1,1.25
2646,1,1.3125
2647,1,1.25
2648,1,0.25
2649,1,1.3125
2650,1,0.1875
2651,0,5.375
2652,0,0.125
2653,0,5.375
2654,1,0.125
2655,1,0.1875
2656,1,0.1875
2657,0,5.375
2658,1,0.125
2659,0,0.1875
2660,1,0.1875
2661,0,0.1875
2662,0,5.4375
2663,1,1.25
2664,0,5.375
2665,0,0.125
2666,1,1.25
2667,1,0.1875
2668,1,1.3125
2669,1,0.1875
2670,1,1.3125
2671,0,5.375
2672,1,0.1875
2673,1,0.1875
2674,1,1.25
2675,1,0.1875
2676,0,0.1875
2677,0,5.375
2678,0,5.3125
2679,0,0.125
2680,0,0.1875
2681,0,0.1875
2682,0,5.375
2683,0,0.125
2684,0,5.375
2685,1,1.25
2686,1,1.3125
2687,0,0.25
2688,1,1.25
2689,1,0.1875
2690,1,0.1875
2691,0,5.4375
2692,0,0.0625
2693,1,1.375
2694,1,1.25
2695,1,0.1875
2696,1,1.3125
2697,0,5.4375
2698,1,1.1875
2699,1,1.3125
2700,1,0.1875
2701,1,1.25
2702,0,0.1875
2703,1,1.375
2704,0,5.375
2705,0,0.125
2706,0,0.1875
2707,1,1.25
2708,0,5.375
2709,0,0.1875
2710,0,5.375
2711,1,1.1875
2712,1,1.25
2713,1,1.375
2714,0,5.375
2715,0,5.3125
2716,0,5.3125
2717,1,1.1875
2718,1,0.25
2719,1,1.25
2720,1,1.25
2721,1,1.375
2722,1,1.25
2723,1,1.3125
2724,1,1.3125
2725,0,5.375
2726,1,1.25
2727,1,1.25
2728,1,1.3125
2729,0,5.375
2730,1,1.1875
2731,0,5.4375
2732,1,1.25
2733,1,1.25
2734,1,1.3125
2735,0,5.375
2736,1,1.1875
2737,0,5.375
2738,0,5.3125
2739,1,1.25
2740,0,5.375
2741,0,5.3125
2742,1,1.1875
2743,1,0.1875
2744,1,1.375
2745,1,1.25
2746,1,1.3125
2747,0,5.375
2748,1,1.1875
2749,0,5.375
2750,0,5.3125
2751,0,0.125
2752,0,0.1875
2753,1,1.375
2754,0,0.1875
2755,1,1.25
2756,0,5.375
2757,0,5.3125
2758,1,0.125
2759,0,5.375
2760,0,0.1875
2761,0,0.1875
2762,0,0.1875
2763,0,5.0625
2764,1,0.0625
2765,0,0.25
2766,1,0.1875
2767,1,1.25
2768,1,0.1875
2769,0,5.375
2770,1,1.25
2771,0,5.375
2772,1,1.1875
2773,1,1.375
2774,1,1.25
2775,1,0.1875
2776,0,5.375
2777,1,0.125
2778,1,1.3125
2779,1,0.1875
2780,1,1.3125
2781,0,5.375
2782,1,0.125
2783,1,0.25
2784,1,1.25
2785,0,0.1875
2786,0,5.375
2787,1,1.25
2788,1,1.3125
2789,0,0.1875
2790,0,5.375
2791,0,0.125
2792,1,0.1875
2793,1,0.1875
2794,1,1.3125
2795,1,1.3125
2796,0,5.375
2797,0,0.125
2798,0,0.1875
2799,1,1.3125
2800,0,0.1875
2801,1,0.1875
2802,1,0.1875
2803,1,0.25
2804,0,5.375
2805,0,0.0625
2806,0,5.4375
2807,1,1.25
2808,1,0.1875
2809,0,0.1875
2810,0,5.375
2811,1,1.1875
2812,1,0.1875
2813,1,1.3125
2814,0,0.1875
2815,1,0.25
2816,1,1.3125
2817,1,0.1875
2818,0,0.1875
2819,0,0.1875
2820,0,0.1875
2821,0,0.25
2822,0,5.375
2823,1,0.125
2824,0,5.375
2825,1,0.0625
2826,0,0.25
2827,0,5.375
2828,0,0.0625
2829,1,0.25
2830,1,1.3125
2831,1,1.25
2832,1,1.375
2833,1,0.1875
2834,1,0.1875
2835,0,0.1875
2836,1,0.1875
2837,1,0.1875
2838,0,5.375
2839,1,1.25
2840,0,0.1875
2841,0,0.25
2842,0,5.375
2843,0,5.25
2844,0,5.3125
2845,1,0.125
2846,1,0.1875
2847,0,0.1875
2848,0,0.1875
2849,1,1.375
2850,0,0.1875
2851,1,1.25
2852,1,1.375
2853,1,1.25
2854,0,5.375
2855,0,5.3125
2856,0,5.3125
2857,1,1.25
2858,0,0.1875
2859,1,0.1875
2860,0,0.1875
2861,0,0.1875
2862,1,1.25
2863,1,1.375
2864,1,0.1875
2865,1,1.25
2866,1,1.3125
2867,1,1.3125
2868,1,1.3125
2869,1,1.25
2870,1,1.375
2871,0,5.375
2872,0,5.3125
2873,0,5.3125
2874,1,1.125
2875,0,5.4375
2876,1,1.25
2877,0,5.375
2878,0,0.125
2879,1,0.1875
2880,1,1.25
2881,1,0.1875
2882,0,0.1875
2883,1,0.25
2884,1,1.3125
2885,1,1.3125
2886,1,1.25
2887,1,1.375
2888,0,5.375
2889,1,1.1875
2890,1,1.25
2891,1,1.3125
2892,1,1.3125
2893,1,1.3125
2894,1,1.25
2895,1,1.375
2896,1,1.25
2897,0,5.375
2898,0,5.3125
2899,1,1.25
2900,0,5.375
2901,1,1.1875
2902,0,5.375
2903,1,1.25
2904,0,5.375
2905,0,5.3125
2906,0,0.125
2907,0,5.375
2908,1,0.125
2909,0,0.1875
2910,0,5.375
2911,1,0.125
2912,1,0.1875
2913,0,5.375
2914,0,5.0625
2915,1,1.0625
2916,1,0.3125
2917,1,1.25
2918,0,0.1875
2919,1,1.3125
2920,0,5.375
2921,0,5.3125
2922,0,5.3125
2923,0,5.3125
2924,0,0.125
2925,1,1.25
2926,1,0.1875
2927,0,5.375
2928,1,0.125
2929,0,5.375
2930,0,0.125
2931,1,0.1875
2932,1,1.3125
2933,0,0.25
2934,1,1.25
2935,0,0.25
2936,1,1.25
2937,1,0.1875
2938,1,1.375
2939,0,0.1875
2940,0,0.1875
2941,0,5.375
2942,0,0.125
2943,0,0.1875
2944,1,0.1875
2945,1,1.3125
2946,1,1.3125
2947,0,5.375
2948,1,0.125
2949,1,1.25
2950,0,0.25
2951,0,5.375
2952,0,5.3125
2953,0,0.125
2954,0,5.375
2955,0,0.125
2956,1,1.25
2957,1,1.375
2958,0,0.1875
2959,0,5.375
2960,1,0.125
2961,1,1.25
2962,1,0.1875
2963,1,1.3125
2964,1,1.3125
2965,1,1.3125
2966,1,1.25
2967,0,5.375
2968,0,5.3125
2969,1,0.125
2970,1,1.3125
2971,0,5.375
2972,1,0.125
2973,0,0.1875
2974,0,5.4375
2975,1,1.1875
2976,0,0.25
2977,1,0.1875
2978,0,0.1875
2979,1,1.25
2980,1,1.375
2981,1,1.25
2982,1,1.3125
2983,0,5.375
2984,1,1.1875
2985,1,1.375
2986,0,5.375
2987,1,1.1875
2988,0,5.375
2989,1,1.25
2990,0,5.375
2991,0,5.3125
2992,1,0.125
2993,1,0.1875
2994,0,5.375
2995,0,5.3125
2996,0,0.0625
2997,0,0.25
2998,1,0.1875
2999,1,1.25
